#{"t_start": 1744985664.4835248, "env_id": "None"}
r,l,t
-3078.0,720,24.113061
-3154.0,720,27.706953
-3383.0,720,31.223135
-3276.0,720,34.700235
-3126.0,720,37.886392
-3076.0,720,61.242843
-3349.0,720,64.374694
-3200.0,720,67.170987
-3175.0,720,70.036785
-3186.0,720,72.609526
-3026.0,720,97.463201
-3156.0,720,100.684519
-3130.0,720,103.277628
-3094.0,720,105.88901
-3151.0,720,108.379973
-3208.0,720,130.140447
-3236.0,720,132.634919
-3181.0,720,135.174678
-3302.0,720,137.779851
-3212.0,720,140.300817
-3093.0,720,164.924698
-3333.0,720,167.41914
-3331.0,720,169.946692
-3162.0,720,172.646457
-3088.0,720,175.727692
