#{"t_start": 1744969095.091261, "env_id": "None"}
r,l,t
-47384.0,718,21.626155
-45742.0,718,24.04753
-46084.0,718,26.453286
-46471.0,718,28.917084
-47515.0,718,31.351624
-44545.0,718,50.22401
-46209.0,718,52.709388
-47182.0,718,55.136527
-46106.0,718,57.579512
-47131.0,718,60.097257
-46918.0,718,80.33319
-46468.0,718,82.764886
-47296.0,718,85.189543
-47788.0,718,87.617474
-47607.0,718,90.103724
-46972.0,718,110.843529
-47493.0,718,113.797142
-46185.0,718,116.53363
-47692.0,718,119.424839
-48268.0,718,122.0932
-46256.0,718,150.353608
-46455.0,718,152.940012
-46916.0,718,155.865368
-47622.0,718,158.585199
-46169.0,718,161.339316
-47903.0,718,182.152435
-46608.0,718,184.858158
-46475.0,718,187.737831
-47131.0,718,190.603563
-48120.0,718,193.351424
-46359.0,718,217.306596
-46035.0,718,220.109208
-46684.0,718,222.934408
-46626.0,718,225.855526
-47412.0,718,228.798255
-45638.0,718,251.216306
-46860.0,718,253.82596
-47494.0,718,256.676474
-48143.0,718,259.494628
-46971.0,718,262.019832
-45534.0,718,284.15962
-45957.0,718,287.209993
-47264.0,718,290.232057
-46681.0,718,293.337044
-48695.0,718,296.317734
-47873.0,718,320.883235
-46702.0,718,323.486537
-47735.0,718,326.02042
-47066.0,718,328.558492
-46250.0,718,331.112051
