#{"t_start": 1744985867.4131072, "env_id": "None"}
r,l,t
-7994.0,720,6.625656
-5405.0,720,10.294712
-7582.0,720,17.394955
-5054.0,720,34.489849
-6419.0,720,38.405111
-5583.0,720,45.751872
-6502.0,720,61.834601
-5065.0,720,65.277375
-5230.0,720,72.12312
-4470.0,720,75.51196
-4126.0,720,90.629923
-4578.0,720,97.501436
-4375.0,720,100.885382
-4057.0,720,115.98078
-3848.0,720,122.762904
-3446.0,720,126.205343
-3212.0,720,129.581107
-3886.0,720,148.139953
-3636.0,720,151.499043
-3382.0,720,158.379384
-3335.0,720,173.340206
-3474.0,720,176.775426
-3549.0,720,183.608336
-3651.0,720,187.058948
-3407.0,720,202.131861
-3248.0,720,208.928052
-3739.0,720,212.30779
-3547.0,720,227.564846
-4000.0,720,234.378862
-3459.0,720,237.803583
-4293.0,720,241.374598
-3989.0,720,259.828532
-3668.0,720,263.183929
-3500.0,720,266.595418
-3189.0,720,284.941826
-3201.0,720,288.297341
