#{"t_start": 1745727355.8483958, "env_id": "None"}
r,l,t
-7098.0,718,9.407073
-6703.0,718,14.466558
-9717.0,718,24.485163
-7627.0,718,29.195427
-7782.0,718,33.89048
-6882.0,718,59.806393
-7271.0,718,64.046922
-7814.0,718,68.217065
-8177.0,718,76.816785
-7689.0,718,81.257294
-7267.0,718,100.623338
-5973.0,718,109.24462
-6342.0,718,113.832658
-6379.0,718,118.318881
-8143.0,718,127.277202
-6304.0,718,148.474716
-5969.0,718,152.657575
-7200.0,718,161.295705
-5782.0,718,165.625895
-6726.0,718,175.073493
-5572.0,718,208.852486
-5559.0,718,213.251926
-6193.0,718,222.385732
-6201.0,718,251.410532
-7296.0,718,256.153093
-5527.0,718,266.991645
-4616.0,718,287.119586
-5137.0,718,291.877692
-5275.0,718,301.505773
-4444.0,718,306.178137
-4070.0,718,310.648815
-3940.0,718,336.29103
-3766.0,718,340.750621
-3451.0,718,345.209863
-3832.0,718,354.774147
-3746.0,718,359.489145
-3867.0,718,379.300351
-3609.0,718,389.268128
-3458.0,718,394.095536
-3862.0,718,403.973655
-3308.0,718,408.803742
-3321.0,718,428.810933
-3438.0,718,437.840478
-3746.0,718,442.404254
-3242.0,718,446.976554
-3391.0,718,456.388315
-3461.0,718,461.170784
-3293.0,718,480.895838
-3307.0,718,490.433945
-3240.0,718,495.04979
-3324.0,718,499.343593
-3539.0,718,508.465755
-3253.0,718,527.863909
-3358.0,718,532.257806
-3227.0,718,541.399023
-3391.0,718,545.805078
-3116.0,718,550.40518
-3224.0,718,574.456436
-3223.0,718,579.339424
-3336.0,718,588.694277
-3037.0,718,593.150753
-3172.0,718,597.628323
-3185.0,718,623.291982
-3211.0,718,627.781441
-3225.0,718,632.338822
-3129.0,718,642.129322
-3173.0,718,646.583544
-3217.0,718,666.896561
-3135.0,718,676.45841
-3094.0,718,680.897476
-3496.0,718,685.427717
-3190.0,718,694.806389
-3095.0,718,699.570525
-3259.0,718,719.501587
-3209.0,718,728.972085
-3197.0,718,733.621718
-3201.0,718,738.1573
-3187.0,718,747.662563
-3095.0,718,768.568912
-3166.0,718,777.866661
-3277.0,718,782.414394
-3193.0,718,787.110379
-3442.0,718,796.751057
-3341.0,718,816.790107
-3039.0,718,821.64836
-3510.0,718,830.927918
-3097.0,718,835.728839
-3155.0,718,840.334919
-3274.0,718,866.204935
-3179.0,718,870.825114
-3248.0,718,875.422959
-3298.0,718,885.043836
-3151.0,718,889.636341
-3334.0,718,894.296191
-3317.0,718,919.828606
-3391.0,718,924.318627
-3243.0,718,933.577683
-3092.0,718,938.313574
-3342.0,718,943.160421
-3142.0,718,967.70348
-3225.0,718,972.502148
-3217.0,718,977.452033
-3063.0,718,987.248784
-3233.0,718,992.109255
-3250.0,718,1013.942441
