#{"t_start": 1745727355.8483958, "env_id": "None"}
r,l,t
-7747.0,718,9.407073
-6852.0,718,14.466558
-7037.0,718,24.485163
-6805.0,718,29.195427
-9258.0,718,33.89048
-9035.0,718,59.806393
-7771.0,718,64.046922
-7334.0,718,68.217065
-7574.0,718,76.816785
-7891.0,718,81.257294
-6102.0,718,100.623338
-8315.0,718,109.24462
-6411.0,718,113.832658
-6885.0,718,118.318881
-7591.0,718,127.278202
-8369.0,718,148.474716
-7644.0,718,152.657575
-7710.0,718,161.296703
-5926.0,718,165.625895
-6862.0,718,175.072489
-6016.0,718,208.853492
-6567.0,718,213.251926
-6931.0,718,222.402739
-7105.0,718,251.410532
-6037.0,718,256.153093
-6184.0,718,266.991645
-5411.0,718,287.119586
-5131.0,718,291.877692
-4127.0,718,301.505773
-4324.0,718,306.179605
-4093.0,718,310.648815
-4400.0,718,336.29103
-3616.0,718,340.750621
-3820.0,718,345.210868
-3553.0,718,354.774147
-3476.0,718,359.489145
-3606.0,718,379.300351
-3404.0,718,389.268128
-3675.0,718,394.095536
-3649.0,718,403.973655
-3627.0,718,408.803742
-3365.0,718,428.810933
-3274.0,718,437.838974
-3349.0,718,442.404254
-3228.0,718,446.976554
-3327.0,718,456.388315
-3684.0,718,461.170784
-3545.0,718,480.894839
-3219.0,718,490.433945
-3285.0,718,495.04979
-3244.0,718,499.343593
-3555.0,718,508.465755
-3280.0,718,527.863909
-3366.0,718,532.257806
-3294.0,718,541.399023
-3237.0,718,545.804076
-2945.0,718,550.404181
-3104.0,718,574.456436
-2964.0,718,579.307439
-3415.0,718,588.694277
-3025.0,718,593.150753
-3142.0,718,597.628323
-3287.0,718,623.292983
-3138.0,718,627.781441
-3307.0,718,632.338822
-3153.0,718,642.128318
-3163.0,718,646.583544
-3445.0,718,666.896561
-3134.0,718,676.45841
-3070.0,718,680.897476
-3335.0,718,685.427717
-3293.0,718,694.806389
-3243.0,718,699.570525
-3188.0,718,719.501587
-3213.0,718,728.972085
-3382.0,718,733.621718
-3203.0,718,738.1573
-3218.0,718,747.663561
-3252.0,718,768.568912
-3061.0,718,777.866661
-3418.0,718,782.414394
-3157.0,718,787.110379
-3172.0,718,796.749912
-3329.0,718,816.790107
-3093.0,718,821.64836
-3224.0,718,830.927918
-3221.0,718,835.728839
-3155.0,718,840.333919
-3275.0,718,866.205931
-3180.0,718,870.825114
-3167.0,718,875.422959
-3209.0,718,885.043836
-3150.0,718,889.636341
-3244.0,718,894.296191
-3255.0,718,919.828606
-3326.0,718,924.318627
-3243.0,718,933.576682
-3092.0,718,938.313574
-3233.0,718,943.160421
-3143.0,718,967.70348
-3226.0,718,972.502148
-3218.0,718,977.452033
-3199.0,718,987.248784
-3193.0,718,992.109255
-3250.0,718,1013.94144
