#{"t_start": 1744970338.029641, "env_id": "None"}
r,l,t
-56186.0,718,7.049075
-55322.0,718,12.07802
-57177.0,718,21.727105
-61657.0,718,41.144481
-49854.0,718,45.626302
-57957.0,718,53.58987
-63897.0,718,72.082273
-52407.0,718,76.140594
-53543.0,718,83.752052
-50098.0,718,87.766512
-55820.0,718,105.327168
-52797.0,718,112.958072
-55928.0,718,116.922404
-56771.0,718,134.393538
-46712.0,718,141.960777
-47076.0,718,146.027572
-51678.0,718,149.990168
-46464.0,718,171.214613
-46480.0,718,175.259483
-51046.0,718,182.847618
-58055.0,718,200.581214
-55823.0,718,204.549846
-56378.0,718,212.164808
-48719.0,718,216.0509
-49818.0,718,248.856024
-56549.0,718,257.357289
-48926.0,718,261.82294
-49412.0,718,284.273753
-51366.0,718,292.943485
-52917.0,718,297.523717
-59784.0,718,302.191523
-46325.0,718,328.000749
-48092.0,718,332.922318
-55169.0,718,337.694538
-47101.0,718,367.240419
-43210.0,718,371.616873
-54406.0,718,375.967202
