#{"t_start": 1744691984.429215, "env_id": "None"}
r,l,t
-88286.0,718,21.029854
-102176.0,718,31.053257
-91183.0,718,47.159168
-92850.0,718,88.356246
-82312.0,718,92.841638
-95320.0,718,101.421792
-100158.0,718,142.429239
-91781.0,718,146.799174
-95250.0,718,154.354707
-85492.0,718,158.564244
-91250.0,718,178.24616
-90492.0,718,185.729513
-95846.0,718,189.966941
-88728.0,718,209.597832
-92880.0,718,217.564971
-86200.0,718,221.672366
-88409.0,718,225.811438
-91465.0,718,248.580251
-89411.0,718,252.622015
-86142.0,718,260.301863
-89642.0,718,279.342387
-85410.0,718,283.392227
-71273.0,718,290.996407
-88795.0,718,295.400162
-89337.0,718,313.767173
-89497.0,718,321.679872
-80112.0,718,326.071259
-86421.0,718,344.228477
-86309.0,718,352.204317
-80317.0,718,356.516337
-89403.0,718,360.64113
-87978.0,718,383.424851
-79332.0,718,387.670284
-89225.0,718,391.72967
-77034.0,718,414.361396
-85785.0,718,418.701729
-83417.0,718,422.736786
