#{"t_start": 1744691984.429215, "env_id": "None"}
r,l,t
-85085.0,718,21.027839
-89609.0,718,31.053257
-81684.0,718,47.159168
-84161.0,718,88.356246
-111001.0,718,92.841638
-92097.0,718,101.421792
-93511.0,718,142.429239
-104890.0,718,146.799174
-95143.0,718,154.354707
-90532.0,718,158.564244
-92459.0,718,178.24616
-86629.0,718,185.729513
-100186.0,718,189.966941
-97221.0,718,209.597832
-83452.0,718,217.564971
-82414.0,718,221.672366
-82808.0,718,225.810439
-92680.0,718,248.580251
-84530.0,718,252.622015
-97756.0,718,260.301863
-76242.0,718,279.342387
-84681.0,718,283.392227
-85541.0,718,290.996407
-86942.0,718,295.400162
-85823.0,718,313.767173
-89579.0,718,321.678386
-92369.0,718,326.071259
-88978.0,718,344.228477
-92093.0,718,352.204317
-82870.0,718,356.516337
-91055.0,718,360.64113
-85672.0,718,383.424851
-83161.0,718,387.670284
-89910.0,718,391.72967
-85130.0,718,414.361396
-89765.0,718,418.701729
-83916.0,718,422.736786
