#{"t_start": 1745267135.2828314, "env_id": "None"}
r,l,t
-7031.0,720,16.564594
-7273.0,720,21.769029
-6604.0,720,34.227732
-8369.0,720,39.952352
-8311.0,720,44.736428
-7643.0,720,71.447506
-10767.0,720,76.596484
-7277.0,720,80.97207
-6477.0,720,93.358754
-8864.0,720,99.534264
-7959.0,720,122.132679
-8086.0,720,134.122697
-8386.0,720,138.641805
-6011.0,720,143.372415
-8756.0,720,153.626756
-8640.0,720,174.932995
-7291.0,720,179.976968
-7153.0,720,191.236466
-8233.0,720,195.89773
-6384.0,720,206.502998
-8680.0,720,227.555723
-6875.0,720,232.018489
-7769.0,720,241.587566
-6322.0,720,246.372049
-6867.0,720,250.918281
-5177.0,720,262.680977
-5911.0,720,286.507168
-6854.0,720,291.955892
-6724.0,720,302.45566
-5745.0,720,307.063679
-6726.0,720,311.483566
-7678.0,720,336.521328
-6644.0,720,340.720109
-5591.0,720,344.947026
-7189.0,720,354.145396
-6546.0,720,358.618424
-5334.0,720,389.56754
-5447.0,720,395.923557
-6987.0,720,402.626195
-6582.0,720,417.64474
-4663.0,720,424.815642
-4983.0,720,450.065984
-5598.0,720,463.228281
-4576.0,720,468.554971
-4383.0,720,474.560567
-4361.0,720,487.553495
-5161.0,720,511.619485
-4613.0,720,517.336228
-5098.0,720,531.592589
-4312.0,720,537.042282
-3871.0,720,542.573431
-4205.0,720,555.72153
-3684.0,720,580.240476
-4020.0,720,585.804683
-4063.0,720,598.934391
-3233.0,720,604.354892
-4019.0,720,617.450051
-3493.0,720,641.835701
-4306.0,720,647.219733
-3414.0,720,660.472979
-3460.0,720,666.264174
-3504.0,720,672.59685
-3466.0,720,709.08971
-3276.0,720,715.792157
-3006.0,720,721.645193
-3561.0,720,736.913732
-3310.0,720,742.837485
-3762.0,720,767.398271
-3381.0,720,782.31569
-3179.0,720,788.201035
-3334.0,720,793.891847
-3362.0,720,807.446176
-2931.0,720,833.219633
-3758.0,720,846.152569
-3144.0,720,851.666311
-3050.0,720,857.035891
-3113.0,720,870.109231
-3264.0,720,875.43339
-3181.0,720,899.812453
-2974.0,720,912.671805
-3588.0,720,918.051624
-3015.0,720,923.745668
-3131.0,720,937.00217
-3066.0,720,961.24107
-2937.0,720,967.601435
-3015.0,720,980.732145
-3384.0,720,986.394877
-3419.0,720,991.73671
-2890.0,720,1023.881718
-3182.0,720,1030.124002
-3102.0,720,1035.645704
-3244.0,720,1048.575015
-3161.0,720,1053.894341
-3202.0,720,1084.614439
-3048.0,720,1090.041515
-3341.0,720,1095.374515
-3073.0,720,1109.464731
-3020.0,720,1115.244395
-3117.0,720,1136.922463
-3136.0,720,1148.239909
-3224.0,720,1153.14711
-3514.0,720,1158.112203
-3372.0,720,1170.729799
-2918.0,720,1175.327017
-3297.0,720,1198.107645
