#{"t_start": 1745267135.2828314, "env_id": "None"}
r,l,t
-5311.0,720,16.564594
-6483.0,720,21.770029
-7225.0,720,34.227732
-7817.0,720,39.952352
-6646.0,720,44.736428
-7480.0,720,71.447506
-6372.0,720,76.596484
-8497.0,720,80.97207
-6977.0,720,93.357612
-6968.0,720,99.536276
-5976.0,720,122.13168
-8290.0,720,134.122697
-6378.0,720,138.643232
-6580.0,720,143.372415
-7502.0,720,153.626756
-8681.0,720,174.932995
-8109.0,720,179.97563
-6936.0,720,191.236466
-5793.0,720,195.89773
-8096.0,720,206.502998
-7018.0,720,227.555723
-7882.0,720,232.017087
-7825.0,720,241.588725
-7151.0,720,246.373308
-6232.0,720,250.918281
-7020.0,720,262.680977
-8011.0,720,286.507168
-4565.0,720,291.955892
-6880.0,720,302.45566
-5897.0,720,307.064846
-6257.0,720,311.483566
-5801.0,720,336.521328
-7095.0,720,340.720109
-7437.0,720,344.945765
-4814.0,720,354.145396
-6486.0,720,358.618424
-6728.0,720,389.56754
-5282.0,720,395.92255
-5046.0,720,402.627196
-5390.0,720,417.64474
-5795.0,720,424.815642
-4724.0,720,450.065984
-6096.0,720,463.229791
-4650.0,720,468.554971
-4379.0,720,474.560567
-4439.0,720,487.553495
-5464.0,720,511.619485
-4639.0,720,517.336228
-4783.0,720,531.594392
-5049.0,720,537.042282
-4236.0,720,542.573431
-4398.0,720,555.72153
-3447.0,720,580.240476
-3772.0,720,585.804683
-3891.0,720,598.934391
-4199.0,720,604.354892
-3271.0,720,617.450051
-3780.0,720,641.837208
-3702.0,720,647.219733
-3678.0,720,660.472979
-3971.0,720,666.264174
-3476.0,720,672.598849
-3333.0,720,709.09078
-3246.0,720,715.792157
-3470.0,720,721.645193
-3440.0,720,736.912731
-3152.0,720,742.836477
-3034.0,720,767.399272
-3345.0,720,782.31569
-3619.0,720,788.201035
-3026.0,720,793.891847
-3273.0,720,807.446176
-3337.0,720,833.220641
-3356.0,720,846.152569
-3175.0,720,851.666311
-3224.0,720,857.035891
-3503.0,720,870.110783
-3477.0,720,875.43339
-2743.0,720,899.812453
-3497.0,720,912.671805
-3127.0,720,918.051624
-3070.0,720,923.745668
-3479.0,720,937.00217
-3045.0,720,961.24107
-2873.0,720,967.601435
-3152.0,720,980.732145
-3071.0,720,986.394877
-3360.0,720,991.73671
-2837.0,720,1023.880415
-2916.0,720,1030.124002
-2974.0,720,1035.645704
-3275.0,720,1048.575015
-2878.0,720,1053.894341
-3521.0,720,1084.614439
-3008.0,720,1090.041515
-3135.0,720,1095.374515
-3123.0,720,1109.464731
-3081.0,720,1115.244395
-3184.0,720,1136.922463
-3349.0,720,1148.239909
-2995.0,720,1153.14711
-3229.0,720,1158.112203
-3142.0,720,1170.729799
-2967.0,720,1175.327017
-3219.0,720,1198.107645
