#{"t_start": 1745267146.3518672, "env_id": "None"}
r,l,t
-19550.0,720,38.308501
-19324.0,720,41.264605
-19566.0,720,44.367962
-20112.0,720,47.246156
-19324.0,720,50.223462
-20096.0,720,95.247679
-20086.0,720,98.687622
-19555.0,720,101.97758
-19857.0,720,105.00699
-19220.0,720,108.488329
-19757.0,720,148.82274
-19382.0,720,151.890209
-20472.0,720,154.928386
-19077.0,720,157.996572
-19976.0,720,161.871095
-19954.0,720,202.573939
-20363.0,720,206.409871
-19262.0,720,209.554294
-19153.0,720,212.507364
-20330.0,720,215.409253
-20143.0,720,255.792527
-19680.0,720,259.580084
-20370.0,720,262.949194
-19193.0,720,266.898936
-19694.0,720,270.238265
-20194.0,720,305.030661
-19989.0,720,307.911858
-19833.0,720,310.76595
-19954.0,720,313.707457
-19842.0,720,316.812449
-3021.0,720,354.057298
-2978.0,720,357.497318
-3308.0,720,360.769486
-2854.0,720,363.847461
-2966.0,720,367.057347
-2886.0,720,421.49227
-3142.0,720,425.112
-2999.0,720,428.845186
-3037.0,720,433.442024
-3229.0,720,437.096766
-3319.0,720,485.093796
-3061.0,720,488.670092
-2980.0,720,492.52896
-3084.0,720,496.16908
-3196.0,720,499.403762
-3139.0,720,549.38405
-2903.0,720,553.202338
-3008.0,720,556.801491
-2943.0,720,560.334326
-2976.0,720,563.852441
-3025.0,720,612.444801
-2866.0,720,616.009396
-3033.0,720,619.372582
-2995.0,720,622.858731
-2981.0,720,627.002376
-3059.0,720,671.285078
-3155.0,720,674.864173
-2917.0,720,678.31341
-3051.0,720,682.163858
-3221.0,720,686.848416
-2911.0,720,739.971131
-3039.0,720,743.506643
-3037.0,720,747.46173
-3044.0,720,751.017089
-2863.0,720,754.53706
-3323.0,720,806.097121
-2958.0,720,810.056063
-3159.0,720,813.665411
-3164.0,720,817.175853
-3007.0,720,821.17389
-2934.0,720,869.510032
-2895.0,720,872.929544
-3079.0,720,876.390238
-2972.0,720,880.050858
-2929.0,720,883.920979
-3365.0,720,932.303874
-3071.0,720,935.77233
-3033.0,720,939.239311
-3109.0,720,943.266547
-3108.0,720,946.740564
-2996.0,720,995.549404
-3016.0,720,999.250712
-3125.0,720,1003.221277
-2849.0,720,1006.753593
-2994.0,720,1010.391181
-3281.0,720,1050.697436
-2941.0,720,1054.326256
-2976.0,720,1057.835259
-3030.0,720,1061.435844
-2772.0,720,1064.84321
-2994.0,720,1111.981153
-2958.0,720,1114.834811
-3281.0,720,1118.049495
-3193.0,720,1121.559573
-2937.0,720,1125.041633
-2942.0,720,1169.434855
-2973.0,720,1172.292477
-3066.0,720,1175.79041
-3051.0,720,1179.028073
-3015.0,720,1182.745839
